"Fecha_Ocurrencia","Codigo_Accidente","Direccion","Barrio","Vehiculos Involucrados","Heridos","Accidente con","Muertes","Clase de Accidente"
"2024 Jan 03 12:00:00 AM","A001602262","CALLE 14A CARRERA 34   BACHUE","BACHUE","2","2","HERIDOS","0","CHOQUE"
"2024 Jan 06 12:00:00 AM","A001602263","CALLE 14 CARRERA  28   SAN JOSÉ","SAN JOSÉ","2","3","HERIDOS","0","CHOQUE"
"2024 Jan 09 12:00:00 AM","A001602264","KILOMETRO 7+800 MTS","No registra","1","1","HERIDOS","0","CHOQUE"
"2024 Jan 12 12:00:00 AM","A001602265","AVENIDA 23 N. 24 - 07   LA TIZA","LA TIZA","2","2","HERIDOS","0","CHOQUE"
"2024 Jan 12 12:00:00 AM","A001602266","KILOMETRO 3+500 MTS VIA CHICHIMENE ESTACION ACACIAS","No registra","2","1","HERIDOS","0","CHOQUE"
"2024 Jan 15 12:00:00 AM","A001602267","CALLE 13 N.22+48  -  COOPERATIVO","COOPERATIVO","1","1","HERIDOS","0","CHOQUE"
"2024 Jan 17 12:00:00 AM","A001602268","CALLE 18 N 21-56 -  MANCERA","MANCERA","2","1","HERIDOS","0","CHOQUE"
"2024 Jan 27 12:00:00 AM","A001602270","CALLE 10 N 23 -01  -  DORADO","DORADO","2","1","HERIDOS","0","CHOQUE"
"2021 Jan 26 12:00:00 AM","A001602269","DIAGONAL 15 CARRERA 31 - VILLA DEL SOL  VEREDA","No registra","1","0","MUERTOS","1","CHOQUE"
"2024 Feb 07 12:00:00 AM","A001602271","AVENIDA 23 CARRERA  27 -","No registra","2","1","HERIDOS","0","CHOQUE"
"2024 Feb 12 12:00:00 AM","A001602273","CALLE 11 CARRERA 23  -  DORADO","DORADO","2","1","HERIDOS","0","CHOQUE"
"2024 Feb 12 12:00:00 AM","A001602272","AVENIDA 23 N. 5A-93 -  PABLO EMILIO RIVEROS","PABLO EMILIO RIVEROS","2","1","HERIDOS","0","CHOQUE"
"2024 Feb 14 12:00:00 AM","A001602274","CALLE 18 CARRERA 14 -  SAN CRISTOBAL LOMA DE TIGRE","SAN CRISTOBAL","2","3","HERIDOS","0","CHOQUE"
"2024 Feb 15 12:00:00 AM","A001602275","KILOMETRO 1+200 MTS   -","No registra","2","1","HERIDOS","0","CHOQUE"
"2024 Feb 15 12:00:00 AM","A001602276","CARRERA 23 N.17 -76  -  MANCERA","MANCERA","2","3","HERIDOS","0","CHOQUE"
"2024 Feb 18 12:00:00 AM","A001602278","CALLE 18 N-4-01  -  POPULAR","POPULAR","2","1","HERIDOS","0","CHOQUE"
"2024 Feb 18 12:00:00 AM","A001602277","CARRERA 23 N.16A-35  -  EL BOSQUE","EL BOSQUE","2","2","HERIDOS","0","CHOQUE"
"2024 Feb 20 12:00:00 AM","A001602279","CALLE 12 CARRERA 26 -  DORADO","DORADO","2","1","HERIDOS","0","CHOQUE"
"2024 Feb 21 12:00:00 AM","A001602280","CALLE 15 CARRERA 33 -","No registra","2","1","HERIDOS","0","CHOQUE"
"2024 Feb 22 12:00:00 AM","A001602281","KILOMETRO 3 VIA ANTIGUA GUAMAL  -","No registra","1","0","MUERTOS","1","CHOQUE"
"2024 Feb 24 12:00:00 AM","A001602282","CALLE 17 CARRERA 6 -  POPULAR","POPULAR","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Feb 27 12:00:00 AM","C-001587577","KILOMETRO 57+100 MTS VIA GRANADA -VILLAVICENCIO  -","No registra","2","0","MUERTOS","2","CHOQUE"
"2024 Mar 03 12:00:00 AM","A0001602263","KILOMETRO KM 7 VIA ANTIGUA GUAMAL  -","No registra","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Mar 05 12:00:00 AM","A0001602284","CALLE 15 CARRERA 47 -  COLINAS EL ROSARIO","COLINAS","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Mar 11 12:00:00 AM","A0001602285","CARRERA 33 CALLE  14A -  BACHUE","BACHUE","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Mar 23 12:00:00 AM","A001602286","CALLE 13 N 19-70  -","No registra","1","1","MUERTOS","1","ATROPELLO"
"2024 Mar 29 12:00:00 AM","A0001651928","KILOMETRO 0+400 MTS VIA ANTIGUA GUAMAL  -","No registra","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Mar 27 12:00:00 AM","A0001602287","AVENIDA 23 CARRERA 27A -  VILLA LUCIA","VILLA LUCIA","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Mar 30 12:00:00 AM","A0001651929","CALLE 18 N 9-50  -  POPULAR","POPULAR","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2024 Apr 10 12:00:00 AM","A0001651930","CALLE 14 CARRERA 41 -  COMCAJA RANCHO GRANDE","COMCAJA","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Apr 10 12:00:00 AM","A0001651931","KILOMETRO 1 VIA ACACIAS -VILLAVICENCIO  -  VILLA MANUELA","VILLA MANUELA","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Apr 11 12:00:00 AM","A001651932","CALLE 11 CRA 31 -  SAMAN BRISAS DEL GUAYURIBA","SAMAN","3","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Apr 11 12:00:00 AM","A001651933","CALLE 19 N.22A  -  SIN INFORMACIÓN DEL BARRIO RANCHO GRANDE","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Apr 14 12:00:00 AM","A001651934","CARRERA 15 6A -77  -  MALECÓN TURISTICO","MALECÓN TURISTICO","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Apr 19 12:00:00 AM","A001651935","CALLE 20 CARRERA 49 -  COLINAS","COLINAS","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Apr 21 12:00:00 AM","A001651936","CALLE 13 CARRERA 18 -  CENTRO","CENTRO","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Apr 25 12:00:00 AM","A001651937","CALLE 14 CARRERA 12 -  JUAN MELLAO","JUAN MELLAO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Apr 27 12:00:00 AM","A001651938","CALLE 12 CARRERA 25 -  DORADO BAJO","DORADO BAJO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Apr 28 12:00:00 AM","A001651939","CARRERA 36 N. 9-82  -  INDEPENDENCIA","INDEPENDENCIA","1","2","HERIDOS","NO APLICA","ATROPELLO"
"2024 Apr 29 12:00:00 AM","A001651940","CALLE 15 CARRERA 22 -  COOPERATIVO","COOPERATIVO","3","2","HERIDOS","NO APLICA","CHOQUE"
"2024 May 06 12:00:00 AM","A001651941","CALLE 19 CARRERA 18A -  MANCERA","MANCERA","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 May 07 12:00:00 AM","A001651942","CARRERA 31 CALLE  16C -  BACHUE","BACHUE","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 May 11 12:00:00 AM","A001651943","CALLE 15 N.21-76  -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2024 May 22 12:00:00 AM","A001651944","DIAGONAL 15 CARRERA 30 -  ASOCIACIÓN DE AMIGOS","ASOCIACIÓN DE AMIGOS","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 May 22 12:00:00 AM","A001651945","KILOMETRO 1 VIA VEREDA ESMERALDA  -","No registra","1","1","HERIDOS","NO APLICA","CHOQUE"
"2024 May 26 12:00:00 AM","A001651946","DIAGONAL 15 CARRERA 41 - VILLA AURORA","No registra","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 May 26 12:00:00 AM","A001651947","KILOMETRO 26 + 645  -  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","1","1","HERIDOS","NO APLICA","CHOQUE"
"2024 May 27 12:00:00 AM","A001651948","KILOMETRO 19 VIA VAQUEROS CLUB -","No registra","3","0","MUERTOS","1","CHOQUE"
"2024 Jun 01 12:00:00 AM","A001651949","KILOMETRO 2+200 MTS  VIA  ACACIAS  ANTIGUA GUAMAL -  VÍA ANTIGUA GUAMAL","VÍA ANTIGUA GUAMAL","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Jun 08 12:00:00 AM","A001651952","KILOMETRO 00+900 MTS VIA ANTIGUA  GUAMAL -","No registra","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Jun 09 12:00:00 AM","A001651951","CALLE 13 CARRERA 21 -  COOPERATIVO","COOPERATIVO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Jun 07 12:00:00 AM","A001651952","CARRERA 23 CALLE 5 -  PABLO EMILIO RIVEROS","PABLO EMILIO RIVEROS","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Jun 16 12:00:00 AM","A001651953","CALLE 14 CARRERA 45A -  CIMARRON","CIMARRON","1","0","MUERTOS","1","CHOQUE"
"2024 Jun 19 12:00:00 AM","A001651954","KILOMETRO 26+500 MTS VIA VILLAVICENCIO  GRANADA -","No registra","2","0","MUERTOS","1","CHOQUE"
"2024 Jun 20 12:00:00 AM","A001651955","CARRERA 23 +18-35   -  MANCERA ESMERALDA","MANCERA","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Jun 20 12:00:00 AM","A001651956","CALLE 14 CARRERA 26 -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Jun 21 12:00:00 AM","A001651957","CALLE 20 48  -  BRISAS DE LA COLINA","BRISAS DE LA COLINA","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Jun 22 12:00:00 AM","A001651958","CALLE 23 N 19-16  - ARAGUANEY  LA PRIMAVERA","No registra","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Jun 24 12:00:00 AM","A001651959","KILOMETRO 10+100 MTS VIA ACACIAS  CHCICHIMENE -","No registra","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Jun 25 12:00:00 AM","A001651960","CALLE 18 N.9-50  - PALERMO  RANCHO GRANDE","No registra","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Jun 27 12:00:00 AM","A001651961","CALLE 13 CARRERA  15 -  CENTRO","CENTRO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Jun 27 12:00:00 AM","A001651962","DIAGONAL 15 N 23 -17  -  SAN JOSÉ","SAN JOSÉ","1","3","HERIDOS","NO APLICA","ATROPELLO"
"2024 Jul 03 12:00:00 AM","A001651963","KILOMETRO 4 VIA ACACIAS  DINAMARCA -","No registra","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Jul 07 12:00:00 AM","A001651964","KILOMETRO 0+400 MTS ACACIAS  VEREDA RANCHO  GRANDE","No registra","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Jul 10 12:00:00 AM","A001651965","CALLE 18 CARRERA  17 -  MANCERA","MANCERA","1","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Jul 10 12:00:00 AM","A001651966","CARRERA 25 CALLE  10A - B/EVEREST","No registra","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Jul 10 12:00:00 AM","C-001588138","KILOMETRO 53+200 MTS   -  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2024 Jul 11 12:00:00 AM","A001651967","CALLE 16 CARRERA 33 -  BACHUE","BACHUE","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Jul 13 12:00:00 AM","A001651968","CARRERA 20 N 16A - 30  -  MANCERA SAN ISIDRO DE CHICHIMENE","MANCERA","1","0","MUERTOS","1","OTRO"
"2024 Jul 14 12:00:00 AM","A001651969","DIAGONAL 15 N-34 -01  - PRADOS CODEM","No registra","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Jul 17 12:00:00 AM","A001651970","KILOMETRO 1+200 MTS   -","No registra","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Jul 16 12:00:00 AM","A001651971","CARRERA 4 N. 18 - 96   -  POPULAR","POPULAR","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Jul 20 12:00:00 AM","A001651972","CALLE 11 CARRERA 25 -  SAMAN SANTA TERESITA","SAMAN","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Jul 26 12:00:00 AM","C001588150","KILOMETRO 45+500 MTS   -  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Aug 03 12:00:00 AM","A001651973","CALLE 16A N.41 -33  -  BALCONES DE SAN DIEGO","BALCONES DE SAN DIEGO","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2024 Aug 09 12:00:00 AM","A001651974","CALLE 15 CARRERA 15 -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Aug 10 12:00:00 AM","A001651975","CALLE 14 CARRERA 30 - BANCARIIOS","No registra","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Aug 10 12:00:00 AM","A001651976","AVENIDA 23 N. 28-65  -  VILLA LUCIA","VILLA LUCIA","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Aug 12 12:00:00 AM","A001651977","CALLE 14 CRA 36 -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Aug 18 12:00:00 AM","A001651980","CARRERA 17 CALLE  17 -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Aug 17 12:00:00 AM","A001651978","DIAGONAL 8 N.18-127  - BARR/LAS FERIAS","No registra","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Aug 17 12:00:00 AM","A001651979","CARRERA 23 FRENTE ALA ESTACION PRIMAX  -","No registra","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Aug 18 12:00:00 AM","A001651983","KILOMETRO 15 VIA VAQUEROS -CHICHIMENE  -","No registra","2","0","MUERTOS","1","CHOQUE"
"2024 Aug 20 12:00:00 AM","A001651981","CALLE 13 CARRERA 25 -  SAN JOSÉ","SAN JOSÉ","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Aug 24 12:00:00 AM","A001651984","CALLE 16 CARRERA 31 -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Aug 23 12:00:00 AM","A001651982","CARRERA 30 N-22A-20  -  LA ORQUIDEA REAL","LA ORQUIDEA REAL","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Aug 29 12:00:00 AM","A001651985","KILOMETRO 27+200 MTS   -  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Sep 07 12:00:00 AM","A001651987","CARRERA 23 N 11-05  - DORADO ALTO","No registra","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Sep 05 12:00:00 AM","A001651986","CALLE 14 N.15-56  -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","3","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Sep 07 12:00:00 AM","C-001588180","KILOMETRO 56+210 MTS   -  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2024 Sep 11 12:00:00 AM","C-001588186","KILOMETRO 46+650 MTS   -  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Sep 15 12:00:00 AM","A001651988","CARRERA 23 N 25-39  -  VILLA MAGALY","VILLA MAGALY","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Sep 15 12:00:00 AM","A001651989","CARRERA 47 CALLE 18 -  SIN INFORMACIÓN DEL BARRIO SANTA ROSA","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Sep 22 12:00:00 AM","A001651990","KILOMETRO 8+200 MTS VIA ESMERALDA -CHICHIMENE  -","No registra","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Sep 25 12:00:00 AM","A001651991","DIAGONAL 15 CARRERA 21 -  COOPERATIVO","COOPERATIVO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Sep 26 12:00:00 AM","A001651992","CALLE 14 N 30 - 10  -  BACHUE","BACHUE","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Sep 30 12:00:00 AM","C-001589283","KILOMETRO 53+850 MTS   -  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 06 12:00:00 AM","A001651983","CARRERA 23 N.14-89  -  COOPERATIVO","COOPERATIVO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 09 12:00:00 AM","A001651994","CALLE 17 CARRERA 19 -  MANCERA","MANCERA","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 13 12:00:00 AM","A001651996","CALLE 19 N.20 -36  -  MANCERA","MANCERA","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 14 12:00:00 AM","A001651997","KILOMETRO 1+900 MTS   - VIA","No registra","3","4","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 13 12:00:00 AM","A001651995","CALLE 14 CARRERA 29 - BANCARIOS","No registra","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 11 12:00:00 AM","C-001589297","KILOMETRO 44+700 MTS   -  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","3","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 16 12:00:00 AM","A001651999","CALLE 16 CRA 42 -  SIN INFORMACIÓN DEL BARRIO ESMERALDA","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 16 12:00:00 AM","A001651998","AVENIDA 23 N.29A-37  -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 17 12:00:00 AM","A001652000","CALLE 18 CARRERA 14 -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 19 12:00:00 AM","C-001589305","KILOMETRO 44+500 MTS   -  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","1","MUERTOS","1","CHOQUE"
"2024 Oct 18 12:00:00 AM","A001652001","CARRERA 31 N. 14-10       -  BACHUE","BACHUE","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 22 12:00:00 AM","C-001589308","KILOMETRO 46+630 MTS   -","No registra","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 25 12:00:00 AM","A001652003","CALLE 10 N. 23-24  -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 25 12:00:00 AM","A001652002","AVENIDA 23 N .27A - 55  -  VILLA LUCIA RANCHO GRANDE","VILLA LUCIA","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 27 12:00:00 AM","A001652004","AVENIDA 23 N.29A-50  -  ASOCIACIÓN DE AMIGOS","ASOCIACIÓN DE AMIGOS","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Oct 31 12:00:00 AM","A001652005","CARRERA 18 N.13-69  -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2024 Nov 01 12:00:00 AM","A001652006","CALLE 14 N.21-11  -  COOPERATIVO","COOPERATIVO","2","0","MUERTOS","1","CHOQUE"
"2024 Nov 02 12:00:00 AM","A001652007","KILOMETRO 5 CAMELLON 10  -","No registra","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Nov 06 12:00:00 AM","A001652008","AVENIDA 23 CARRERA 18 -  PABLO EMILIO RIVEROS","PABLO EMILIO RIVEROS","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Nov 06 12:00:00 AM","A001652009","CALLE 14 CRA 42 -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Nov 08 12:00:00 AM","A001652010","CALLE 20 CARRERA 49 -  BRISAS DE LA COLINA","BRISAS DE LA COLINA","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Nov 10 12:00:00 AM","A001652011","CALLE 16 N.29-31  -  SIN INFORMACIÓN DEL BARRIO EL CENTRO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Nov 12 12:00:00 AM","C-001589323","KILOMETRO 56+010 MTS   -  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Nov 15 12:00:00 AM","A001652012","AVENIDA 23 CARRERA 27A -  VILLA LUCIA","VILLA LUCIA","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Nov 16 12:00:00 AM","C-001589325","KILOMETRO 48+020 MTS   -  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Nov 20 12:00:00 AM","A001652013","AVENIDA 23 CARRERA 42 ENTRADA ENS  VÍA PRINCIPAL-AVENIDA 23","VÍA PRINCIPAL-AVENIDA 23","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Nov 21 12:00:00 AM","A001652014","CALLE 15 CARRERA 21 -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Nov 22 12:00:00 AM","A001652015","AVENIDA 23 N:34-40  -  SIN INFORMACIÓN DEL BARRIO ESMERALDA","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Nov 24 12:00:00 AM","A001652016","CALLE 14 CARRERA 31 -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Nov 28 12:00:00 AM","A001652017","KILOMETRO 4+100 MTS VIA ANTIGUA GUAMAL  -","No registra","2","0","MUERTOS","1","CHOQUE"
"2024 Dec 01 12:00:00 AM","A001652018","KILOMETRO 23 VIA  CHICHIMENE VIA SAN CARLOS  DE GUAROA -","No registra","1","0","MUERTOS","1","CHOQUE"
"2024 Dec 01 12:00:00 AM","A001652019","CARRERA  50 N-15A-17  -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Dec 05 12:00:00 AM","A001652020","DIAGONAL 15 CARRERA 42 - VILLA COLONIAL","No registra","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Dec 07 12:00:00 AM","A001652022","CALLE 14 N.33 -05  -","No registra","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Dec 05 12:00:00 AM","A001652021","KILOMETRO 0+500 MTS   - VEREDA EL PLAYON  EL CENTRO","No registra","1","0","MUERTOS","1","CHOQUE"
"2024 Dec 09 12:00:00 AM","A001704772","CARRERA 31 CALLE 16C  -  BACHUE","BACHUE","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Dec 06 12:00:00 AM","A001652023","CARRERA 47 N: 18 -35       -  COLINAS","COLINAS","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2024 Dec 11 12:00:00 AM","A001704771","CALLE 16 CARRERA 6 -  POPULAR","POPULAR","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Dec 11 12:00:00 AM","A001704770","DIAGONAL 15 N. 29B-03  -","No registra","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Dec 14 12:00:00 AM","A001704706","CALLE 14 CARRERA 40-15 -  INDEPENDENCIA RANCHO GRANDE","INDEPENDENCIA","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Dec 16 12:00:00 AM","A001704711","KILOMETRO 4 VIA GRAVICOL  -","No registra","1","0","DAÑOS MATERIALES","NO APLICA","CHOQUE"
"2024 Dec 14 12:00:00 AM","A001704707","CALLE 15 CARRERA 19 -  CENTRO","CENTRO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Dec 14 12:00:00 AM","A001704708","CALLE 18 CARRERA 12 -  VILLA TERESA","VILLA TERESA","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Dec 18 12:00:00 AM","A001704709","CALLE 10A CARRERA  27 -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","3","HERIDOS","NO APLICA","CHOQUE"
"2024 Dec 18 12:00:00 AM","A001704710","CALLE 17 N.16 -03  -  SAN CRISTOBAL","SAN CRISTOBAL","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Dec 21 12:00:00 AM","A001704712","CALLE 15 N. 20 -04  -  COOPERATIVO","COOPERATIVO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2024 Dec 23 12:00:00 AM","A001704713","CARRERA 14 N.19 -87  -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2024 Dec 22 12:00:00 AM","C-001589342","KILOMETRO 47+260   - CODESOLA VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","3","3","MUERTOS","3","CHOQUE"
"2023 Jan 01 12:00:00 AM","A001456884","CARRERA 14 CALL 6  VIA LA ESMERALDA  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2022 Jan 01 12:00:00 AM","A001456885","AVENIDA 23 N: 28-19 -  VILLA LUCIA","VILLA LUCIA","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Jan 02 12:00:00 AM","A001456886","KILOMETRO 26+800 MTS   -  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Jan 08 12:00:00 AM","A001456887","CALLE 13 CARRERA 15 -  CENTRO","CENTRO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Jan 10 12:00:00 AM","A001456888","CALLE 13 CARRERA 21 -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Jan 01 12:00:00 AM","A001456889","CALLE 16A N 27-33 -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Jan 15 12:00:00 AM","A001456890","DIAGONAL 6 N 29A-97  BARRIO PANORAMA","No registra","1","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Jan 19 12:00:00 AM","A001456891","AVENIDA 23 CARRERA  30 -  LA ORQUIDEA REAL","LA ORQUIDEA REAL","2","1","HERIDOS","NO APLICA","CHOQUE"
